id,level,sp,type,range,target,power,duration,mp,success,weapon,class,requireskills,levelskills,stat1,value1,value2,stat2,value1,value2,stat3,value1,value2,char_level,aoe,aoeradius
1742,7,1,3,2000,5,875,5,112,130,231|271|0|0|0,66|0|0|0|0,1661|1691|0,16|9|0,22,0,32,23,0,74,0,0,0,0,0,0
1743,8,1,3,2000,5,900,5,115,130,231|271|0|0|0,66|0|0|0|0,1661|1691|0,17|9|0,22,0,34,23,0,77,0,0,0,0,0,0
1744,9,1,3,2000,5,925,5,118,130,231|271|0|0|0,66|0|0|0|0,1661|1691|0,18|9|0,22,0,36,23,0,80,0,0,0,0,0,0
1746,1,1,3,1800,5,870,0,92,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,10|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1747,2,1,3,1800,5,900,0,98,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,11|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1748,3,1,3,1900,5,930,0,104,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,12|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1749,4,1,3,1900,5,960,0,110,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,13|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1750,5,1,3,2000,5,990,0,116,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,14|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1751,6,1,3,2000,5,1020,0,122,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,15|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1752,7,1,3,2100,5,1050,0,128,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,16|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1753,8,1,3,2100,5,1080,0,134,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,17|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1754,9,1,3,2200,5,1110,0,140,150,231|271|0|0|0,66|0|0|0|0,1661|1701|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1756,1,1,15,0,0,0,0,0,0,0|0|0|0|0,66|0|0|0|0,1721|0|0,1|0|0,56,14,0,57,7,0,0,0,0,0,0,0
1757,2,1,15,0,0,0,0,0,0,0|0|0|0|0,66|0|0|0|0,1721|0|0,3|0|0,56,18,0,57,9,0,0,0,0,0,0,0
1758,3,1,15,0,0,0,0,0,0,0|0|0|0|0,66|0|0|0|0,1721|0|0,5|0|0,56,22,0,57,11,0,0,0,0,0,0,0
1759,4,1,15,0,0,0,0,0,0,0|0|0|0|0,66|0|0|0|0,1721|0|0,7|0|0,56,26,0,57,13,0,0,0,0,0,0,0
1760,5,1,15,0,0,0,0,0,0,0|0|0|0|0,66|0|0|0|0,1721|0|0,9|0|0,56,30,0,57,15,0,0,0,0,0,0,0
1761,1,1,9,1000,3,0,300,53,100,0|0|0|0|0,43|0|0|0|0,1511|0|0,5|0|0,24,0,10,0,0,0,0,0,0,100,0,0
1762,2,1,9,1000,3,0,300,62,100,0|0|0|0|0,43|0|0|0|0,1511|0|0,5|0|0,24,0,15,0,0,0,0,0,0,0,0,0
1763,3,1,9,1000,3,0,300,71,100,0|0|0|0|0,43|0|0|0|0,1511|0|0,5|0|0,24,0,20,0,0,0,0,0,0,0,0,0
1764,4,1,9,1000,3,0,300,80,100,0|0|0|0|0,43|0|0|0|0,1511|0|0,5|0|0,24,0,25,0,0,0,0,0,0,0,0,0
1765,5,1,9,1000,3,0,300,89,100,0|0|0|0|0,43|0|0|0|0,1511|0|0,5|0|0,24,0,30,0,0,0,0,0,0,0,0,0
1766,1,1,8,0,0,0,300,84,100,0|0|0|0|0,43|0|0|0|0,1506|0|0,5|0|0,23,0,50,0,0,0,0,0,0,100,0,0
1767,2,1,8,0,0,0,300,90,100,0|0|0|0|0,43|0|0|0|0,1506|0|0,5|0|0,23,0,55,0,0,0,0,0,0,0,0,0
1768,3,1,8,0,0,0,300,96,100,0|0|0|0|0,43|0|0|0|0,1506|0|0,5|0|0,23,0,60,0,0,0,0,0,0,0,0,0
1769,4,1,8,0,0,0,300,102,100,0|0|0|0|0,43|0|0|0|0,1506|0|0,5|0|0,23,0,65,0,0,0,0,0,0,0,0,0
1770,5,1,8,0,0,0,300,108,100,0|0|0|0|0,43|0|0|0|0,1506|0|0,5|0|0,23,0,70,0,0,0,0,0,0,0,0,0
1771,1,1,8,0,0,0,120,77,100,0|0|0|0|0,43|0|0|0|0,0|0|0,0|0|0,20,0,10,22,0,5,0,0,0,0,0,0
1772,2,1,8,0,0,0,120,92,100,0|0|0|0|0,43|0|0|0|0,0|0|0,0|0|0,20,0,15,22,0,10,0,0,0,0,0,0
1773,3,1,8,0,0,0,120,107,100,0|0|0|0|0,43|0|0|0|0,0|0|0,0|0|0,20,0,20,22,0,15,0,0,0,0,0,0
1774,4,1,8,0,0,0,120,122,100,0|0|0|0|0,43|0|0|0|0,0|0|0,0|0|0,20,0,25,22,0,20,0,0,0,0,0,0
1776,1,1,12,0,0,0,0,0,0,251|252|0|0|0,65|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1781,1,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,38,0,116,38,0,0,0,0,0,0,0
1782,2,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,40,0,116,40,0,0,0,0,0,0,0
1783,3,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,42,0,116,42,0,0,0,0,0,0,0
1784,4,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,44,0,116,44,0,0,0,0,0,0,0
1785,5,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,46,0,116,46,0,0,0,0,0,0,0
1786,6,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,48,0,116,48,0,0,0,0,0,0,0
1787,7,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,50,0,116,50,0,0,0,0,0,0,0
1788,8,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,52,0,116,52,0,0,0,0,0,0,0
1789,9,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,54,0,116,54,0,0,0,0,0,0,0
1790,10,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,56,0,116,56,0,0,0,0,0,0,0
1791,11,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,58,0,116,58,0,0,0,0,0,0,0
1792,12,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,60,0,116,60,0,0,0,0,0,0,0
1793,13,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,62,0,116,62,0,0,0,0,0,0,0
1794,14,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,64,0,116,64,0,0,0,0,0,0,0
1795,15,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,66,0,116,66,0,0,0,0,0,0,0
1796,16,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,68,0,116,68,0,0,0,0,0,0,0
1797,17,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,70,0,116,70,0,0,0,0,0,0,0
1798,18,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1521|0|0,18|0|0,115,72,0,116,72,0,0,0,0,0,0,0
1801,1,1,3,0,5,400,0,18,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,1|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1802,2,1,3,0,5,420,0,22,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,2|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1803,3,1,3,0,5,440,0,26,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,3|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1804,4,1,3,0,5,460,0,30,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,4|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1805,5,1,3,0,5,480,0,34,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,5|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1806,6,1,3,0,5,500,0,38,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,6|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1807,7,1,3,0,5,520,0,42,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,7|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1808,8,1,3,0,5,540,0,46,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,8|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1809,9,1,3,0,5,560,0,50,150,251|252|0|0|0,65|0|0|0|0,1781|1571|0,9|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1811,1,1,6,1200,5,550,10,80,120,0|0|0|0|0,65|0|0|0|0,1781|1601|0,1|5|0,0,0,0,22,0,5,0,0,0,0,0,0
1812,2,1,6,1200,5,600,10,89,120,0|0|0|0|0,65|0|0|0|0,1781|1601|0,6|5|0,0,0,0,22,0,10,0,0,0,0,0,0
1813,3,1,6,1200,5,650,10,98,120,0|0|0|0|0,65|0|0|0|0,1781|1601|0,12|5|0,0,0,0,22,0,15,0,0,0,0,0,0
1814,4,1,6,1200,5,700,10,107,120,0|0|0|0|0,65|0|0|0|0,1781|1601|0,18|5|0,0,0,0,22,0,20,0,0,0,0,0,0
1816,1,1,3,0,5,590,0,41,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,1|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1817,2,1,3,0,5,615,0,43,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,2|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1818,3,1,3,0,5,640,0,45,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,3|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1819,4,1,3,0,5,665,0,47,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,4|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1820,5,1,3,0,5,690,0,49,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,5|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1821,6,1,3,0,5,715,0,51,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,6|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1822,7,1,3,0,5,740,0,53,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,7|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1823,8,1,3,0,5,765,0,55,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,8|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1824,9,1,3,0,5,790,0,57,130,251|0|0|0|0,65|0|0|0|0,1841|1581|0,9|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1826,1,1,3,0,5,600,0,41,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,1|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1827,2,1,3,0,5,635,0,43,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,2|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1828,3,1,3,0,5,670,0,45,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,3|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1829,4,1,3,0,5,705,0,47,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,4|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1830,5,1,3,0,5,740,0,49,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,5|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1831,6,1,3,0,5,775,0,51,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,6|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1832,7,1,3,0,5,810,0,53,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,7|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1833,8,1,3,0,5,845,0,55,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,8|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1834,9,1,3,0,5,880,0,57,115,252|0|0|0|0,65|0|0|0|0,1861|1591|0,9|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1836,1,1,3,0,5,600,0,75,150,251|0|0|0|0,65|0|0|0|0,1816|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1837,2,1,3,0,5,675,0,78,150,251|0|0|0|0,65|0|0|0|0,1816|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1838,3,1,3,0,5,750,0,81,150,251|0|0|0|0,65|0|0|0|0,1816|0|0,7|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1839,4,1,3,0,5,825,0,84,150,251|0|0|0|0,65|0|0|0|0,1816|0|0,9|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1841,1,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,1|9|0,129,0,2,0,0,0,0,0,0,0,0,0
1842,2,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,2|9|0,129,0,3,0,0,0,0,0,0,0,0,0
1843,3,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,3|9|0,129,0,4,0,0,0,0,0,0,0,0,0
1844,4,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,4|9|0,129,0,5,0,0,0,0,0,0,0,0,0
1845,5,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,5|9|0,129,0,6,0,0,0,0,0,0,0,0,0
1846,6,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,6|9|0,129,0,7,0,0,0,0,0,0,0,0,0
1847,7,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,7|9|0,129,0,8,0,0,0,0,0,0,0,0,0
1848,8,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,8|9|0,129,0,9,0,0,0,0,0,0,0,0,0
1849,9,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1606|0,9|9|0,129,0,10,0,0,0,0,0,0,0,0,0
1851,1,1,12,0,0,0,12,100,100,0|0|0|0|0,65|0|0|0|0,1841|1626|0,3|4|0,0,0,0,0,0,0,0,0,0,0,0,0
1852,2,1,12,0,0,0,14,115,100,0|0|0|0|0,65|0|0|0|0,1841|1626|0,5|4|0,0,0,0,0,0,0,0,0,0,0,0,0
1853,3,1,12,0,0,0,16,125,100,0|0|0|0|0,65|0|0|0|0,1841|1626|0,7|4|0,0,0,0,0,0,0,0,0,0,0,0,0
1854,4,1,12,0,0,0,18,135,100,0|0|0|0|0,65|0|0|0|0,1841|1626|0,9|4|0,0,0,0,0,0,0,0,0,0,0,0,0
1856,1,1,12,0,0,0,15,128,100,0|0|0|0|0,65|0|0|0|0,1861|1641|0,3|4|0,22,0,40,19,0,25,23,0,0,0,0,0
1857,2,1,12,0,0,0,15,141,100,0|0|0|0|0,65|0|0|0|0,1861|1641|0,5|4|0,22,0,45,19,0,30,23,0,0,0,0,0
1858,3,1,12,0,0,0,15,154,100,0|0|0|0|0,65|0|0|0|0,1861|1641|0,7|4|0,22,0,50,19,0,35,23,0,0,0,0,0
1859,4,1,12,0,0,0,15,167,100,0|0|0|0|0,65|0|0|0|0,1861|1641|0,9|4|0,22,0,55,19,0,40,23,0,0,0,0,0
1861,1,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,1|9|0,116,0,2,0,0,0,0,0,0,0,0,0
1862,2,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,2|9|0,116,0,3,0,0,0,0,0,0,0,0,0
1863,3,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,3|9|0,116,0,4,0,0,0,0,0,0,0,0,0
1864,4,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,4|9|0,116,0,5,0,0,0,0,0,0,0,0,0
1865,5,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,5|9|0,116,0,6,0,0,0,0,0,0,0,0,0
1866,6,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,6|9|0,116,0,7,0,0,0,0,0,0,0,0,0
1867,7,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,7|9|0,116,0,8,0,0,0,0,0,0,0,0,0
1868,8,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,8|9|0,116,0,9,0,0,0,0,0,0,0,0,0
1869,9,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1781|1616|0,9|9|0,116,0,10,0,0,0,0,0,0,0,0,0
1871,1,1,3,0,5,660,0,75,100,252|0|0|0|0,65|0|0|0|0,1826|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1872,2,1,3,0,5,770,0,78,100,252|0|0|0|0,65|0|0|0|0,1826|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1873,3,1,3,0,5,880,0,81,100,252|0|0|0|0,65|0|0|0|0,1826|0|0,7|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1874,4,1,3,0,5,990,0,84,100,252|0|0|0|0,65|0|0|0|0,1826|0|0,9|0|0,0,0,0,0,0,0,0,0,0,0,0,0
1876,1,1,9,1000,3,0,300,80,100,0|0|0|0|0,65|0|0|0|0,1836|0|0,1|0|0,18,0,20,0,0,0,0,0,0,0,0,0
1877,2,1,9,1000,3,0,300,90,100,0|0|0|0|0,65|0|0|0|0,1836|0|0,2|0|0,18,0,25,0,0,0,0,0,0,0,0,0
1878,3,1,9,1000,3,0,300,100,100,0|0|0|0|0,65|0|0|0|0,1836|0|0,3|0|0,18,0,30,0,0,0,0,0,0,0,0,0
1879,4,1,9,1000,3,0,300,110,100,0|0|0|0|0,65|0|0|0|0,1836|0|0,4|0|0,18,0,35,0,0,0,0,0,0,0,0,0
1881,1,1,9,800,3,0,300,64,100,0|0|0|0|0,65|0|0|0|0,1816|0|0,3|0|0,26,0,25,0,0,0,0,0,0,0,0,0
1882,2,1,9,800,3,0,300,72,100,0|0|0|0|0,65|0|0|0|0,1816|0|0,5|0|0,26,0,30,0,0,0,0,0,0,0,0,0
1883,3,1,9,800,3,0,300,80,100,0|0|0|0|0,65|0|0|0|0,1816|0|0,7|0|0,26,0,35,0,0,0,0,0,0,0,0,0
1884,4,1,9,800,3,0,300,88,100,0|0|0|0|0,65|0|0|0|0,1816|0|0,9|0|0,26,0,40,0,0,0,0,0,0,0,0,0
1886,1,1,9,1500,5,0,15,62,120,0|0|0|0|0,65|0|0|0|0,1826|0|0,3|0|0,20,0,20,0,0,0,0,0,0,0,0,0
1887,2,1,9,1500,5,0,15,70,120,0|0|0|0|0,65|0|0|0|0,1826|0|0,5|0|0,20,0,25,0,0,0,0,0,0,0,0,0
1888,3,1,9,1500,5,0,15,78,120,0|0|0|0|0,65|0|0|0|0,1826|0|0,7|0|0,20,0,30,0,0,0,0,0,0,0,0,0
1889,4,1,9,1500,5,0,15,86,120,0|0|0|0|0,65|0|0|0|0,1826|0|0,9|0|0,20,0,35,0,0,0,0,0,0,0,0,0
1891,1,1,9,1500,5,0,15,62,120,0|0|0|0|0,65|0|0|0|0,1871|0|0,1|0|0,24,0,20,0,0,0,0,0,0,0,0,0
1892,2,1,9,1500,5,0,15,69,120,0|0|0|0|0,65|0|0|0|0,1871|0|0,2|0|0,24,0,25,0,0,0,0,0,0,0,0,0
1893,3,1,9,1500,5,0,15,76,120,0|0|0|0|0,65|0|0|0|0,1871|0|0,3|0|0,24,0,30,0,0,0,0,0,0,0,0,0
1894,4,1,9,1500,5,0,15,83,120,0|0|0|0|0,65|0|0|0|0,1871|0|0,4|0|0,24,0,35,0,0,0,0,0,0,0,0,0
1896,1,1,3,0,5,580,0,24,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,10|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1897,2,1,3,0,5,600,0,29,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,11|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1898,3,1,3,0,5,620,0,34,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,12|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1899,4,1,3,0,5,640,0,39,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,13|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1900,5,1,3,0,5,660,0,44,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,14|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1901,6,1,3,0,5,680,0,49,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,15|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1902,7,1,3,0,5,700,0,54,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,16|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1903,8,1,3,0,5,720,0,59,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,17|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1904,9,1,3,0,5,740,0,64,200,251|252|0|0|0,65|0|0|0|0,1781|1801|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1906,1,1,3,0,5,820,5,58,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1907,2,1,3,0,5,845,5,60,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1908,3,1,3,0,5,870,5,62,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1909,4,1,3,0,5,895,5,64,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1910,5,1,3,0,5,920,5,66,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1911,6,1,3,0,5,945,5,68,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1912,7,1,3,0,5,970,5,70,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1913,8,1,3,0,5,995,5,72,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1914,9,1,3,0,5,1020,5,74,140,251|0|0|0|0,65|0|0|0|0,1781|1841|0,18|9|0,0,0,0,0,0,0,0,0,0,0,0,0
1916,1,1,3,0,5,870,5,58,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1917,2,1,3,0,5,900,5,61,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1918,3,1,3,0,5,930,5,64,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1919,4,1,3,0,5,960,5,67,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1920,5,1,3,0,5,990,5,70,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1921,6,1,3,0,5,1020,5,73,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1922,7,1,3,0,5,1050,5,76,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1923,8,1,3,0,5,1080,5,79,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1924,9,1,3,0,5,1110,5,82,120,252|0|0|0|0,65|0|0|0|0,1781|1861|0,18|9|0,24,0,10,0,0,0,0,0,0,0,0,0
1926,1,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,2,0,0,0,0,0,0,0,0,0
1927,2,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,3,0,0,0,0,0,0,0,0,0
1928,3,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,4,0,0,0,0,0,0,0,0,0
1929,4,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,5,0,0,0,0,0,0,0,0,0
1930,5,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,6,0,0,0,0,0,0,0,0,0
1931,6,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,7,0,0,0,0,0,0,0,0,0
1932,7,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,8,0,0,0,0,0,0,0,0,0
1933,8,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,9,0,0,0,0,0,0,0,0,0
1934,9,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1876|1881|0,1|1|0,100,0,10,0,0,0,0,0,0,0,0,0
1936,1,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,2,0,0,0,0,0,0,0,0,0
1937,2,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,3,0,0,0,0,0,0,0,0,0
1938,3,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,4,0,0,0,0,0,0,0,0,0
1939,4,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,5,0,0,0,0,0,0,0,0,0
1940,5,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,6,0,0,0,0,0,0,0,0,0
1941,6,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,7,0,0,0,0,0,0,0,0,0
1942,7,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,8,0,0,0,0,0,0,0,0,0
1943,8,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,9,0,0,0,0,0,0,0,0,0
1944,9,1,15,0,0,0,0,0,0,0|0|0|0|0,65|0|0|0|0,1891|1886|0,1|1|0,99,0,10,0,0,0,0,0,0,0,0,0
