id,life,walkspeed,runspeed,drivespeed,weapon,subweapon,level,hp,attackpower,hitrate,defense,magicdefense,dodge,attackspeed,AI,exp,dropid,money,item,tab1,tab2,tab3,specialtab,attackdistance,aggresive,shp
717,0,200,450,162,1076,0,43,27,410,117,80,121,54,90,37,205,506,0,60,0,0,0,0,980,7,312
718,0,200,450,164,1076,0,47,28,446,124,87,134,59,90,37,222,507,0,60,0,0,0,0,1010,7,314
719,0,200,450,166,1076,0,51,28,482,131,95,147,63,90,37,240,508,0,60,0,0,0,0,1040,7,316
720,0,200,450,168,1076,0,55,28,518,138,103,160,68,90,37,257,509,0,60,0,0,0,0,1070,7,318
721,0,200,450,170,1076,0,59,29,554,145,111,174,72,90,37,274,510,0,60,0,0,0,0,1300,7,320
722,0,200,450,172,1076,0,63,29,591,152,120,189,77,90,37,292,511,0,60,0,0,0,0,1330,7,322
723,0,200,450,174,1076,0,67,30,629,159,128,204,82,90,38,309,512,0,60,0,0,0,0,1360,7,324
724,0,200,450,176,1076,0,71,30,666,166,137,219,86,90,38,326,513,0,60,0,0,0,0,1390,7,326
725,0,200,450,178,1076,0,75,31,703,174,146,234,91,90,38,343,514,0,60,0,0,0,0,1420,7,328
726,0,200,450,180,1076,0,79,31,741,181,155,250,96,90,38,360,515,0,60,0,0,0,0,1450,7,330
727,0,200,450,182,1076,0,83,32,779,189,164,266,101,90,38,378,516,0,60,0,0,0,0,1480,7,332
728,0,200,450,184,1076,0,87,32,818,197,173,282,106,90,38,395,517,0,60,0,0,0,0,1510,7,334
729,0,200,450,186,1076,0,91,33,856,205,183,299,111,90,39,412,518,0,60,0,0,0,0,1540,7,336
730,0,200,450,188,1076,0,95,33,894,213,193,316,117,90,39,429,519,0,60,0,0,0,0,1570,7,338
731,0,200,450,190,1076,0,99,34,933,221,203,333,122,90,39,446,520,0,60,0,0,0,0,1300,7,340
732,0,200,450,140,1076,0,75,31,703,174,146,234,91,90,38,343,514,0,60,0,0,0,0,1420,7,350
733,0,200,450,142,1076,0,79,31,741,181,155,250,96,90,38,360,515,0,60,0,0,0,0,1450,7,352
734,0,200,450,144,1076,0,83,32,779,189,164,266,101,90,38,378,516,0,60,0,0,0,0,1480,7,354
735,0,200,450,146,1076,0,87,32,818,197,173,282,106,90,38,395,517,0,60,0,0,0,0,1510,7,356
736,0,200,450,148,1076,0,91,33,856,205,183,299,111,90,39,412,518,0,60,0,0,0,0,1540,7,358
737,0,200,450,150,1076,0,95,33,894,213,193,316,117,90,39,429,519,0,60,0,0,0,0,1570,7,360
738,0,200,450,152,1076,0,99,34,933,221,203,333,122,90,39,446,520,0,60,0,0,0,0,1300,7,362
739,0,200,450,154,1076,0,103,34,972,229,213,351,127,90,39,463,521,0,60,0,0,0,0,1330,7,364
740,0,200,450,156,1076,0,107,34,1012,237,223,369,133,90,39,480,522,0,60,0,0,0,0,1360,7,366
741,0,200,450,158,1076,0,111,35,1051,246,233,387,138,90,39,497,523,0,60,0,0,0,0,1390,7,368
742,0,200,450,160,1076,0,115,35,1091,254,244,405,144,90,39,514,524,0,60,0,0,0,0,1420,7,370
743,0,200,450,162,1076,0,119,36,1131,263,255,424,149,90,39,531,525,0,60,0,0,0,0,1450,7,372
744,0,200,450,164,1076,0,123,36,1171,271,265,443,155,90,39,547,526,0,60,0,0,0,0,1480,7,374
745,0,200,450,166,1076,0,127,37,1212,280,276,462,160,90,39,564,527,0,60,0,0,0,0,1510,7,376
746,0,200,450,168,1076,0,131,37,1252,289,288,482,166,90,39,581,528,0,60,0,0,0,0,1540,7,378
747,0,200,450,170,1076,0,135,37,1293,298,299,502,172,90,39,598,529,0,60,0,0,0,0,1570,7,380
748,0,200,450,172,1076,0,139,38,1334,307,310,522,178,90,39,615,530,0,60,0,0,0,0,1300,7,382
749,0,200,450,174,1076,0,143,38,1376,316,322,542,184,90,39,632,531,0,60,0,0,0,0,1330,7,384
750,0,200,450,176,1076,0,147,39,1418,325,334,563,190,90,39,649,532,0,60,0,0,0,0,1360,7,386
751,0,160,250,200,0,0,90,80,653,262,340,300,400,106,307,0,0,0,60,0,0,0,0,260,1,330
752,0,160,250,200,0,0,90,80,653,262,340,300,400,106,308,0,0,0,60,0,0,0,0,260,1,330
753,0,160,250,200,0,0,90,80,653,262,340,300,400,106,309,0,0,0,60,0,0,0,0,260,1,330
754,0,160,250,200,0,0,90,80,653,262,340,300,400,106,310,0,0,0,60,0,0,0,0,260,1,330
755,0,140,420,120,0,0,14,15,73,72,29,16,19,100,311,0,0,0,60,0,0,0,0,200,1,0
756,0,140,420,120,0,0,14,15,73,72,29,16,19,100,312,0,0,0,60,0,0,0,0,200,1,0
757,0,140,420,120,0,0,14,15,73,72,29,16,19,100,313,0,0,0,60,0,0,0,0,200,1,0
758,0,140,700,88,1011,0,15,16,90,74,33,18,20,90,2,0,0,0,60,0,0,0,0,220,1,0
760,0,225,850,180,169,0,101,36,780,225,320,228,153,100,40,0,0,0,60,0,0,0,0,350,1,0
761,0,330,710,360,0,0,103,36,796,229,327,234,156,100,40,0,0,0,60,0,0,0,0,250,1,0
762,0,200,700,182,0,0,102,36,829,227,323,231,155,95,40,0,0,0,60,0,0,0,0,190,1,0
763,0,450,750,432,0,0,99,35,764,221,312,222,150,100,40,0,0,0,60,0,0,0,0,250,1,0
771,0,0,0,90,0,0,15,75,10,10,50,26,28,110,176,0,3,0,60,40,0,0,0,0,1,0
772,0,0,0,95,0,0,20,100,10,10,55,28,31,108,177,0,3,0,60,40,0,0,0,0,1,0
773,0,0,0,100,0,0,25,125,10,10,60,31,34,106,178,0,3,0,60,40,0,0,0,0,1,0
774,0,0,0,105,0,0,30,150,10,10,65,34,37,104,179,0,3,0,60,40,0,0,0,0,1,0
775,0,0,0,110,0,0,35,175,10,10,70,37,40,102,180,0,3,0,60,40,0,0,0,0,1,0
778,0,0,0,90,0,0,30,1000,10,10,300,300,100,110,194,0,3,0,60,55,0,0,0,0,1,0
779,0,0,0,100,0,0,30,1300,10,10,400,400,100,106,195,0,3,0,60,50,0,0,0,0,1,0
780,0,0,0,110,0,0,30,1600,10,10,500,500,100,102,196,0,3,0,60,45,0,0,0,0,1,0
781,0,0,0,100,0,0,25,125,10,10,999,999,999,110,170,0,3,0,60,50,0,0,0,0,1,0
782,0,0,0,110,0,0,25,125,10,10,999,999,999,108,171,0,3,0,60,50,0,0,0,0,1,0
783,0,0,0,120,0,0,25,125,10,10,999,999,999,106,172,0,3,0,60,50,0,0,0,0,1,0
784,0,0,0,130,0,0,25,125,10,10,999,999,999,104,173,0,3,0,60,50,0,0,0,0,1,0
785,0,0,0,140,0,0,25,125,10,10,999,999,999,102,174,0,3,0,60,50,0,0,0,0,1,0
786,0,0,0,90,0,0,15,75,10,10,999,999,999,110,175,0,3,0,60,50,0,0,0,0,1,0
787,0,0,0,95,0,0,20,100,10,10,999,999,999,108,175,0,3,0,60,50,0,0,0,0,1,0
788,0,0,0,100,0,0,25,125,10,10,999,999,999,106,175,0,3,0,60,50,0,0,0,0,1,0
789,0,0,0,105,0,0,30,150,10,10,999,999,999,104,175,0,3,0,60,50,0,0,0,0,1,0
790,0,0,0,110,0,0,35,175,10,10,999,999,999,102,175,0,3,0,60,50,0,0,0,0,1,0
791,0,0,0,90,0,0,18,90,10,10,50,28,31,110,187,0,3,0,60,50,0,0,0,0,1,0
792,0,0,0,95,0,0,21,105,10,10,55,31,34,108,187,0,3,0,60,50,0,0,0,0,1,0
793,0,0,0,100,0,0,24,120,10,10,60,34,37,106,187,0,3,0,60,50,0,0,0,0,1,0
794,0,0,0,105,0,0,27,135,10,10,65,37,40,104,187,0,3,0,60,50,0,0,0,0,1,0
795,0,0,0,110,0,0,30,150,10,10,70,41,43,102,187,0,3,0,60,50,0,0,0,0,1,0
796,0,0,0,90,0,0,30,1900,10,10,300,300,100,110,197,0,3,0,60,55,0,0,0,0,1,0
797,0,0,0,100,0,0,30,2200,10,10,400,400,100,106,198,0,3,0,60,50,0,0,0,0,1,0
798,0,0,0,110,0,0,30,2500,10,10,500,500,100,102,199,0,3,0,60,45,0,0,0,0,1,0
801,0,0,0,82,0,0,20,600,10,10,50,50,50,100,151,0,3,0,60,50,0,0,0,0,1,0
802,0,0,0,84,0,0,22,750,10,10,55,55,50,102,151,0,3,0,60,50,0,0,0,0,1,0
803,0,0,0,86,0,0,24,900,10,10,60,60,50,104,151,0,3,0,60,50,0,0,0,0,1,0
804,0,0,0,88,0,0,26,1050,10,10,65,65,50,106,152,0,3,0,60,45,0,0,0,0,1,0
805,0,0,0,90,0,0,28,1200,10,10,70,70,50,108,152,0,3,0,60,45,0,0,0,0,1,0
806,0,0,0,92,0,0,30,1350,10,10,75,75,50,110,152,0,3,0,60,40,0,0,0,0,1,0
807,0,0,0,94,0,0,32,1500,10,10,80,80,50,112,153,0,3,0,60,40,0,0,0,0,1,0
808,0,0,0,96,0,0,34,1650,10,10,85,85,50,114,153,0,3,0,60,35,0,0,0,0,1,0
809,0,0,0,98,0,0,36,1800,10,10,90,90,50,116,153,0,3,0,60,35,0,0,0,0,1,0
810,0,0,0,100,0,0,38,1950,10,10,95,95,50,118,153,0,3,0,60,30,0,0,0,0,1,0
811,0,200,450,90,334,0,46,1154,131,142,112,59,95,100,155,0,3,0,60,30,0,0,0,350,1,0
812,0,210,470,96,334,0,47,1177,134,144,115,60,97,102,155,0,3,0,60,30,0,0,0,350,1,0
813,0,220,490,102,334,0,48,1200,137,146,117,61,98,104,155,0,3,0,60,31,0,0,0,350,1,0
814,0,230,510,108,334,0,49,1224,140,148,120,62,100,106,155,0,3,0,60,31,0,0,0,350,1,0
815,0,240,530,114,334,0,50,1248,143,150,123,64,102,108,155,0,3,0,60,32,0,0,0,350,1,0
816,0,250,550,120,334,0,51,1272,146,152,125,65,103,110,155,0,3,0,60,32,0,0,0,350,1,0
817,0,260,570,126,334,0,52,1296,149,154,128,66,105,112,155,0,3,0,60,33,0,0,0,350,1,0
818,0,270,590,132,334,0,53,1320,152,156,131,67,107,114,155,0,3,0,60,33,0,0,0,350,1,0
819,0,280,610,138,334,0,54,1344,156,158,133,69,109,116,155,0,3,0,60,34,0,0,0,350,1,0
820,0,290,630,144,334,0,55,1368,159,161,136,70,110,118,155,0,3,0,60,34,0,0,0,350,1,0
821,0,140,700,130,0,0,55,1000,190,166,141,58,60,100,156,0,3,0,60,30,0,0,0,250,1,0
822,0,144,710,135,0,0,56,1237,196,170,144,60,61,105,156,0,3,0,60,30,0,0,0,250,1,0
823,0,148,720,140,0,0,57,1474,202,174,147,62,62,110,156,0,3,0,60,25,0,0,0,250,1,0
824,0,152,730,145,0,0,58,1711,208,178,150,64,63,115,156,0,3,0,60,25,0,0,0,250,1,0
825,0,156,740,150,0,0,59,1948,214,182,153,66,64,120,156,0,3,0,60,20,0,0,0,250,1,0
826,0,160,750,155,0,0,60,2185,220,186,156,68,65,125,156,0,3,0,60,20,0,0,0,250,1,0
827,0,164,760,160,0,0,61,2422,226,190,159,70,66,130,156,0,3,0,60,15,0,0,0,250,1,0
828,0,168,770,165,0,0,62,2659,232,194,162,72,67,135,156,0,3,0,60,15,0,0,0,250,1,0
829,0,172,780,170,0,0,63,2896,238,198,165,74,68,140,156,0,3,0,60,10,0,0,0,250,1,0
830,0,176,790,175,0,0,64,3133,244,202,168,76,69,145,156,0,3,0,60,10,0,0,0,250,1,0
831,0,220,490,80,1095,0,72,3000,215,219,90,187,80,100,157,0,3,0,60,60,0,0,0,1200,1,220
832,0,226,502,95,1095,0,73,3655,221,220,93,192,84,102,157,0,3,0,60,60,0,0,0,1220,1,350
833,0,232,514,110,1095,0,74,4310,227,221,96,197,88,104,157,0,3,0,60,65,0,0,0,1240,1,420
834,0,238,526,125,1095,0,75,4965,233,222,99,202,92,106,157,0,3,0,60,65,0,0,0,1260,1,370
835,0,244,538,140,1095,0,76,5620,239,223,102,207,96,108,157,0,3,0,60,70,0,0,0,1270,1,570
836,0,250,550,150,1095,0,77,6275,245,224,105,212,100,110,157,0,3,0,60,70,0,0,0,1280,1,390
837,0,260,570,160,1095,0,78,6930,251,225,108,217,104,112,157,0,3,0,60,75,0,0,0,1290,1,400
838,0,270,590,170,1095,0,79,7585,257,226,111,222,108,114,157,0,3,0,60,80,0,0,0,1300,1,410
839,0,250,550,160,1095,0,80,8240,263,227,114,227,112,116,157,0,3,0,60,75,0,0,0,1310,1,420
840,0,255,560,170,1095,0,85,8895,288,237,124,237,122,121,157,0,3,0,60,80,0,0,0,1320,1,0
841,0,200,520,230,0,0,70,2000,230,185,208,80,70,100,158,0,3,0,60,60,0,0,0,300,1,0
842,0,207,540,240,0,0,71,2495,236,190,212,83,71,102,158,0,3,0,60,55,0,0,0,300,1,0
843,0,214,550,250,0,0,72,2990,242,195,216,86,72,104,158,0,3,0,60,55,0,0,0,300,1,0
844,0,221,560,260,0,0,73,3485,248,200,220,89,73,106,158,0,3,0,60,50,0,0,0,300,1,0
845,0,228,580,270,0,0,74,3980,254,205,224,92,74,108,158,0,3,0,60,50,0,0,0,300,1,0
846,0,235,600,275,0,0,75,4475,260,210,228,95,75,110,158,0,3,0,60,45,0,0,0,300,1,0
847,0,242,620,280,0,0,76,4970,266,215,232,98,76,112,158,0,3,0,60,45,0,0,0,300,1,0
848,0,249,640,285,0,0,77,5465,272,220,236,101,77,114,158,0,3,0,60,40,0,0,0,300,1,0
849,0,256,660,300,0,0,78,5960,278,225,240,104,78,116,158,0,3,0,60,40,0,0,0,300,1,0
850,0,263,700,250,0,0,79,6455,284,230,244,107,79,118,158,0,3,0,60,35,0,0,0,300,1,0
851,0,225,500,115,0,0,20,1164,1,1,10,5,1,100,159,0,3,0,60,70,0,0,0,280,1,0
852,0,231,512,115,0,0,30,1301,1,1,12,6,1,102,159,0,3,0,60,65,0,0,0,280,1,0
853,0,237,524,115,0,0,40,1438,1,1,14,7,1,104,159,0,3,0,60,60,0,0,0,280,1,0
854,0,243,536,115,0,0,50,1575,1,1,16,8,1,106,159,0,3,0,60,55,0,0,0,280,1,0
855,0,249,548,115,0,0,60,1712,1,1,18,9,1,108,159,0,3,0,60,50,0,0,0,280,1,0
856,0,255,560,115,0,0,62,1849,220,167,195,101,50,100,159,0,3,0,60,45,0,0,0,280,1,0
857,0,261,572,115,0,0,64,2006,226,171,200,104,51,102,159,0,3,0,60,40,0,0,0,280,1,0
858,0,267,584,115,0,0,66,2163,232,175,205,107,52,104,159,0,3,0,60,35,0,0,0,280,1,0
859,0,273,596,115,0,0,68,2320,238,179,210,110,53,106,159,0,3,0,60,30,0,0,0,280,1,0
860,0,279,608,115,0,0,70,2477,244,183,215,113,54,108,159,0,3,0,60,25,0,0,0,280,1,0
861,0,230,510,104,1040,0,20,1257,71,1,1,1,1,100,160,0,3,0,60,70,0,0,0,1550,1,0
862,0,235,520,109,1040,0,30,1382,86,1,1,1,1,102,160,0,3,0,60,65,0,0,0,1600,1,0
863,0,240,530,114,1047,0,40,1507,104,1,1,1,1,104,160,0,3,0,60,60,0,0,0,1650,1,0
864,0,245,540,119,1047,0,50,1632,125,1,1,1,1,106,160,0,3,0,60,55,0,0,0,1700,1,0
865,0,250,550,124,1048,0,60,1757,148,1,1,1,1,108,160,0,3,0,60,50,0,0,0,1750,1,0
866,0,255,560,128,1048,0,62,1882,220,212,183,86,60,100,160,0,3,0,60,45,0,0,0,1800,1,0
867,0,260,570,132,1049,0,64,2007,226,217,184,88,64,103,160,0,3,0,60,40,0,0,0,1850,1,0
868,0,265,580,136,1050,0,66,2132,232,222,185,90,68,106,160,0,3,0,60,35,0,0,0,1900,1,0
869,0,270,590,140,1050,0,68,2257,238,227,186,92,72,109,160,0,3,0,60,30,0,0,0,1950,1,0
870,0,275,600,144,1052,0,70,2382,244,232,187,94,76,112,160,0,3,0,60,25,0,0,0,2000,1,0
871,0,160,580,160,443,0,80,3587,275,200,190,114,50,100,161,0,3,0,60,70,0,0,0,300,1,0
872,0,165,590,166,444,0,85,4538,281,205,193,116,51,104,161,0,3,0,60,70,0,0,0,300,1,0
873,0,170,600,172,445,0,90,5489,287,210,196,118,52,108,161,0,3,0,60,70,0,0,0,300,1,0
874,0,175,610,178,446,0,95,6440,293,215,199,120,53,112,161,0,3,0,60,70,0,0,0,300,1,0
875,0,180,620,184,448,0,100,7391,299,220,202,122,54,116,161,0,3,0,60,70,0,0,0,300,1,0
876,0,160,580,160,116,0,80,4185,275,200,220,147,50,100,161,0,3,0,60,50,0,0,0,300,1,0
877,0,165,590,166,117,0,85,5259,279,203,226,152,51,102,161,0,3,0,60,50,0,0,0,300,1,0
878,0,170,600,172,118,0,90,6333,283,206,232,157,52,104,161,0,3,0,60,50,0,0,0,300,1,0
879,0,175,610,178,119,0,95,7407,287,209,238,162,53,106,161,0,3,0,60,50,0,0,0,300,1,0
880,0,180,620,184,120,0,100,8481,291,212,244,167,54,108,161,0,3,0,60,50,0,0,0,300,1,0
881,0,360,770,80,0,0,71,4572,187,180,9,5,70,100,162,0,3,0,60,26,0,0,0,180,1,250
882,0,368,786,90,0,0,72,5019,192,184,10,7,73,106,162,0,3,0,60,26,0,0,0,180,1,270
883,0,376,802,95,0,0,73,5466,197,188,11,9,76,112,162,0,3,0,60,26,0,0,0,180,1,280
884,0,384,818,100,0,0,74,5913,202,192,12,11,79,118,162,0,3,0,60,26,0,0,0,180,1,290
885,0,392,834,110,0,0,75,6360,207,196,13,13,82,124,162,0,3,0,60,26,0,0,0,180,1,310
886,0,400,850,120,0,0,76,6807,212,200,14,15,85,130,162,0,3,0,60,26,0,0,0,180,1,350
887,0,408,866,130,0,0,77,7254,217,204,15,17,88,136,162,0,3,0,60,26,0,0,0,180,1,400
888,0,416,882,140,0,0,78,7701,222,208,16,19,91,142,162,0,3,0,60,26,0,0,0,180,1,440
889,0,424,898,160,0,0,79,8148,227,212,17,21,94,148,162,0,3,0,60,26,0,0,0,180,1,460
890,0,432,914,122,0,0,80,8595,232,216,18,23,97,154,162,0,3,0,60,26,0,0,0,180,1,370
891,0,230,510,110,0,0,71,4876,200,135,194,78,50,100,163,0,3,0,60,50,0,0,0,200,1,0
892,0,235,520,150,0,0,72,5463,206,139,197,80,51,105,163,0,3,0,60,50,0,0,0,200,1,0
893,0,240,530,155,0,0,73,6050,212,143,200,82,52,110,163,0,3,0,60,50,0,0,0,200,1,0
894,0,240,530,185,0,0,74,6637,218,147,203,84,53,115,163,0,3,0,60,50,0,0,0,200,1,0
895,0,250,550,200,0,0,75,7224,224,151,206,86,54,120,163,0,3,0,60,50,0,0,0,200,1,0
896,0,270,570,130,0,0,76,7811,230,155,209,88,55,125,163,0,3,0,60,50,0,0,0,200,1,0
897,0,280,580,150,0,0,77,8398,236,159,212,90,56,130,163,0,3,0,60,50,0,0,0,200,1,0
898,0,290,590,130,0,0,78,8985,242,163,215,92,57,135,163,0,3,0,60,50,0,0,0,200,1,0
899,0,300,600,150,0,0,79,9572,248,167,218,94,58,140,163,0,3,0,60,50,0,0,0,200,1,0
901,0,170,390,65,0,0,26,980,80,81,87,36,36,80,165,0,3,0,60,27,0,0,0,200,1,0
902,0,180,410,80,0,0,28,960,94,100,86,32,36,90,165,0,3,0,60,28,0,0,0,230,1,0
903,0,160,240,45,0,0,27,1058,81,80,100,46,35,90,165,0,3,0,60,27,0,0,0,200,1,0
904,0,200,260,60,0,0,30,918,90,86,80,41,83,90,165,0,3,0,60,28,0,0,0,200,1,0
905,0,150,200,85,1071,0,42,1343,131,122,133,52,66,80,166,0,3,0,60,30,0,0,0,1200,1,0
906,0,220,300,65,0,0,32,1201,100,92,104,43,42,80,165,0,3,0,60,28,0,0,0,200,1,0
907,0,260,360,88,0,0,38,1308,128,119,113,41,45,80,166,0,3,0,60,29,0,0,0,250,1,0
908,0,170,390,95,1011,0,35,1315,110,97,112,46,45,100,165,0,3,0,60,29,0,0,0,300,1,0
909,0,180,410,100,1031,0,36,1236,121,115,107,39,43,100,166,0,3,0,60,29,0,0,0,350,1,0
910,0,190,380,80,0,0,41,1603,127,105,143,63,48,90,165,0,3,0,60,30,0,0,0,200,1,0
911,0,180,410,100,0,0,45,1710,144,116,142,58,56,110,166,0,3,0,60,30,0,0,0,200,1,0
912,0,170,390,80,0,0,39,1470,123,104,124,51,50,90,166,0,3,0,60,29,0,0,0,250,1,0
913,0,145,330,100,1005,0,44,1473,160,116,119,56,57,90,167,0,3,0,60,30,0,0,0,300,1,0
914,0,160,370,100,1003,0,38,1431,120,103,121,49,48,90,166,0,3,0,60,29,0,0,0,350,1,0
915,0,180,410,120,0,0,53,2109,168,127,184,80,61,100,166,0,3,0,60,31,0,0,0,250,1,0
916,0,195,440,120,0,0,74,2745,265,193,230,82,84,110,167,0,3,0,60,35,0,0,0,350,1,0
917,0,170,390,100,0,0,50,1979,158,121,174,76,57,100,166,0,3,0,60,31,0,0,0,250,1,0
918,0,185,420,135,131,0,56,1992,194,155,167,60,64,100,166,0,3,0,60,32,0,0,0,350,1,0
919,0,220,490,185,1021,0,65,2736,234,186,213,91,83,110,167,0,3,0,60,33,0,0,0,500,1,0
920,0,200,450,170,104,0,70,2572,249,184,215,77,79,100,167,0,3,0,60,34,0,0,0,350,1,0
921,0,200,400,160,0,0,67,2781,218,158,210,73,69,90,166,0,3,0,60,34,0,0,0,250,1,0
922,0,200,450,150,1004,0,72,2981,238,165,257,108,81,95,167,0,3,0,60,34,0,0,0,350,1,0
923,0,230,510,220,134,303,79,3430,291,218,268,112,100,110,167,0,3,0,60,36,0,0,0,500,1,0
924,0,250,500,260,0,0,62,2593,222,179,202,87,79,80,167,0,3,0,60,33,0,0,0,250,1,0
925,0,180,410,115,1035,0,48,1894,151,118,167,73,55,95,167,0,3,0,60,31,0,0,0,350,1,0
926,0,260,550,130,0,0,59,2304,195,143,189,75,72,100,166,0,3,0,60,32,0,0,0,350,1,0
927,0,190,450,160,0,0,62,2380,202,165,199,103,94,100,166,0,3,0,60,33,0,0,0,350,1,0
928,0,180,410,110,1015,0,62,2437,206,149,199,79,75,100,166,0,3,0,60,33,0,0,0,260,1,0
929,0,210,470,140,38,2,75,3036,256,176,248,97,91,100,166,0,3,0,60,35,0,0,0,300,1,0
930,0,215,480,150,169,0,78,2817,295,184,228,101,97,100,166,0,3,0,60,35,0,0,0,350,1,0
931,0,250,560,135,0,0,82,2768,321,191,224,170,132,100,166,0,3,0,60,30,0,0,0,350,1,0
932,0,230,570,160,0,0,87,3125,353,236,266,145,116,100,167,0,3,0,60,32,0,0,0,250,1,0
933,0,220,550,180,1008,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
934,0,210,530,175,1017,0,94,4089,374,265,311,158,140,100,168,0,3,0,60,38,0,0,0,1600,1,0
935,0,225,560,190,1008,304,97,4385,382,252,383,164,130,100,169,0,3,0,60,41,0,0,0,300,1,0
936,0,280,650,200,1036,0,100,4409,401,260,367,170,135,100,168,0,3,0,60,45,0,0,0,300,1,0
937,0,310,730,240,173,0,104,7461,454,275,375,160,133,100,167,0,3,0,60,45,0,0,0,300,1,0
938,0,300,600,160,1074,0,70,1886,295,215,191,90,87,100,169,0,3,0,60,35,0,0,0,1400,1,320
939,0,450,750,100,0,0,200,9999,300,300,300,300,300,100,91,0,3,0,60,35,0,0,0,250,1,0
940,0,450,750,40,0,0,200,9999,300,300,300,300,300,100,91,0,3,0,60,35,0,0,0,250,1,0
941,0,700,1000,150,0,0,200,10000,999,999,999,999,999,100,164,0,3,0,60,0,0,0,0,250,1,320
943,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
944,0,220,550,170,1041,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
945,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
946,0,220,550,170,117,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
947,0,220,550,170,374,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
948,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
949,0,220,550,170,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
950,0,220,550,170,1054,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
951,0,220,550,170,350,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
952,0,220,550,170,316,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
953,0,220,550,210,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
954,0,220,550,213,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
955,0,220,550,210,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
956,0,220,550,250,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
957,0,220,550,260,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
958,0,220,550,200,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
959,0,220,550,190,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
960,0,220,550,230,15,12,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
961,0,220,550,250,15,12,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
962,0,220,550,350,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
963,0,220,550,370,0,0,91,3932,361,238,328,153,122,100,168,0,3,0,60,35,0,0,0,300,1,0
965,0,180,410,120,0,0,53,2749,220,127,370,160,61,100,166,0,3,0,60,31,0,0,0,250,1,0
991,0,200,250,30,0,0,19,734,58,69,69,29,29,100,281,0,0,0,0,0,0,0,0,0,1,0
992,0,0,0,130,1073,0,30,2000,10,10,300,300,40,100,282,0,0,0,0,30,0,0,0,10,1,0
993,0,200,250,40,0,0,19,734,58,69,69,29,29,100,284,0,0,0,0,0,0,0,0,0,1,0
994,0,50,400,70,0,0,30,1000,10,10,1000,10,10,100,481,0,0,0,0,50,0,0,0,0,1,0
995,0,50,400,30,0,0,30,1000,10,10,1000,10,10,100,481,0,0,0,0,50,0,0,0,0,1,90
996,0,200,350,250,0,0,150,16666667,2446,351,655,502,1,100,476,0,0,0,0,0,0,0,0,200,11,540
997,0,200,350,250,0,0,150,25000000,2446,351,655,502,1,100,477,0,0,0,0,0,0,0,0,200,11,0
998,0,200,350,250,1112,0,190,26315790,3217,452,894,693,1,100,478,0,0,0,0,0,0,0,0,200,11,0
1001,0,0,0,120,0,0,10,100,100,100,100,100,100,100,204,0,70,0,0,0,0,0,0,200,999,0
1002,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,0,0,0,0,200,999,0
1003,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,59,0,0,0,0,0,0,200,999,0
1004,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,0,0,0,0,200,999,0
1005,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,55,0,0,217,218,219,0,200,999,0
1006,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,56,0,0,221,222,223,0,200,999,0
1007,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,58,0,0,225,0,0,0,200,999,0
1008,0,0,0,130,0,0,10,100,100,100,100,100,100,100,205,0,65,0,0,229,230,231,232,200,999,0
1009,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,66,0,0,233,234,235,236,200,999,0
